"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-75105","Fatty acyl-CoA biosynthesis","6/154","33/8772",1.9878340084408e-05,0.0112113838076061,0.0111318704472685,"Acaca/Acly/Scd1/Acsl5/Elovl6/Scd2",6
