"","FR.1","FR.2","FR.3","AC.2","AC.3","CT.1","CT.2","CT.3","AR.1","AR.2","AR.3","LAR.1","LAR.2","LAR.3","DHA.1","DHA.2","DHA.3","DR.1","DR.2","DR.3","EFA.1","EFA.2","EFA.3","HF.1","HF.2","HF.3"
"Ampd2",10.5558941936567,10.5090929349074,10.4261098870525,10.1561996446112,9.94982093638193,10.4861904796294,10.0329024850063,10.2546743552024,10.0288138019331,10.1302147168921,10.4598905897636,10.0754615517082,9.85531400317265,9.97521536249942,10.4588175014584,10.2451850548095,9.81624200584602,8.6262173033516,9.16828757027347,9.00936124397031,10.5887974652374,10.2647086072278,10.2702343052399,9.72359461215169,9.71297023521871,9.97025011369472
"Cyb5r3",12.2381054977291,12.2560505793594,12.3661862590926,11.4036704250092,11.6006475670122,12.0159454432172,12.1646704111789,12.3293424559876,11.3293791168062,11.3216540040778,11.3953355401639,11.7603265762925,11.5724267831701,11.7587323419567,11.9896938300369,12.2928332096021,11.8711462856064,11.1498433715618,11.0314886819194,11.0373609791274,12.3696322845423,12.2133250465269,11.8940210926874,11.7626349993045,11.5807325639223,11.8653207228394
"Cela1",8.93550440088276,9.32180518408573,8.853222152778,9.38150551973711,8.92484922800295,10.1930340867119,9.51597222430524,9.86694583584641,8.43413124427512,7.75563154158775,8.3811478781988,9.60175237828522,9.38273358410386,9.55469320289511,9.85204676006431,9.83038397662156,10.3771413041882,7.87384464179371,8.24938238361898,8.48946004818429,8.98352362192875,8.99513319855174,9.32825640256508,9.66909158485425,9.39182866091345,9.35968153028112
"Fdps",10.9343938937078,10.9352210230852,11.1284961571984,8.0870048268106,8.31610194033846,10.1881305350837,10.8305657451214,11.2800336226741,7.12358616167671,7.29449483564444,7.3149394685733,9.95932960201953,10.6201703892755,10.2201456063964,10.0089617001354,10.7232993871606,10.6301665168803,9.18300378567356,10.2163983340774,9.29386710633425,11.2170021366558,11.9777910915734,11.3825993373265,11.3248939856426,11.0269405219642,11.1133263717893
"C8b",10.2440831752013,10.6203694855828,10.3484657845787,10.0920911828717,9.69252858816051,10.9934950904153,10.5122601789455,10.89584231505,10.4254702436845,10.3820815048823,10.2024451461142,10.4453822205708,10.4911729540253,10.7554117683218,10.8364699594346,10.7568456241535,11.2841318702087,9.01442734147174,9.08742736621478,9.0319182939797,10.0448919873139,10.5764154222213,10.8997200262631,10.3113021604759,10.0472905388569,10.0638548243671
"Hdlbp",6.99520115658944,7.65608752885799,7.9681159160614,8.02662076390813,8.16604661151136,7.56348722748278,6.18185994617142,7.48204994555613,7.06925114375093,7.0543909328143,7.33329198438477,6.93758850620855,8.43710175603453,7.99676811294104,8.23783450856747,8.22327591968311,7.64327263482368,7.59198282084235,7.72580252601531,8.25718504754264,8.29992868459495,7.85519104150111,7.24175640582075,7.10873183287951,7.32920122168851,7.74579193383209
"Adgrv1",5.7766628318145,6.39606427153583,5.80030093301226,8.43734331855219,7.93325863511336,8.0690896602817,7.94316782879003,7.201998150231,5.84250853661453,5.57396630936698,5.74524546327992,5.48623912799644,5.00378873409903,5.1905670064993,6.93555185760239,6.48887738531605,6.40016520038158,5.29732199949019,5.50013736913958,5.17084460550505,6.40104857067725,6.07904299388106,5.44197397284865,6.66008075930938,6.62257353212327,6.69950795410293
"Pde6c",3.48581904580146,3.8874566169165,3.73299594912098,3.64204071605604,3.4253198158005,3.77675545446724,3.4097914836645,3.3732617559958,3.16396339742449,3.09717854906774,3.27900814294824,3.16920093069381,3.00593187358355,3.37815715617017,3.72810448615529,3.35027717431742,3.29554824367934,6.47216532849043,6.01539420636423,5.18853061943984,3.95114348329196,3.24679390373168,3.0402276701686,3.23297131873754,3.2351468492081,3.47715759548841
"D17H6S56E-5",4.19191552986133,4.06315152142314,3.86083940814991,3.85696065961568,4.47647789671974,3.61935611110955,3.7129761208957,3.94951866051988,5.72187603456082,5.77071653774541,5.09269499983812,3.86259013818264,4.02802678906436,4.00124332955764,3.92010073363438,4.13389115963014,3.83475456228563,4.2669382429479,4.30944559508784,3.53118993348747,4.35827169378482,3.73887430046018,4.36856456934273,3.89636671292679,4.01210262626517,3.81112103392181
"Foxp2",3.9415254728336,3.85608284416787,3.74104188263371,4.04381487594156,3.40538155871119,3.95208615231407,3.93789947027357,3.82664511893621,4.24446082865472,4.76708706107958,4.60760822963045,4.22103527734187,3.48158178051013,3.46791032322701,3.33900400455848,3.61087472737556,2.77454937735135,3.92255615435676,5.68095923917541,5.42549633610789,4.14184497928188,4.20162752218136,3.99750771384459,3.67733730038334,3.79699075237683,4.15310532896555
