"","FR.1","FR.2","FR.3","AC.2","AC.3","CT.1","CT.2","CT.3","AR.1","AR.2","AR.3","LAR.1","LAR.2","LAR.3","DHA.1","DHA.2","DHA.3","DR.1","DR.2","DR.3","EFA.1","EFA.2","EFA.3","HF.1","HF.2","HF.3"
"1444456_at",5.07981475432225,5.16396703168866,5.37774461704553,6.27974664875683,5.47402979672063,6.13774204408065,5.10942322186381,6.07184097801733,7.02883349571577,7.18885015340056,6.94767829684699,6.20102996724936,6.27605246819738,6.95762167503422,6.41518731856649,6.69464347366672,6.22074920824376,6.56452420913291,6.35072252311629,6.67712602741674,6.2888121905177,6.17110594731387,5.73512675954042,4.9623682573119,5.2340453141577,5.2974957528856
"1417707_at",8.78955628979582,8.68863352136775,8.06668889402416,9.08188253791262,8.67150630971399,8.83347690592537,8.28474994203465,8.55065562709022,8.94186004325324,9.11702262844596,9.50064251240111,9.06217372131102,8.9739476049591,7.91917179485889,8.7578591118503,8.00553342281828,7.62175481674009,10.2417037584384,9.56853329236475,9.88981396715316,7.77762790885519,8.33877685291161,7.82518327513669,8.18677571813691,8.54343928439467,8.95931461260373
"1424861_at",5.23811880124305,5.11916847722727,4.90122390941762,6.27201138206762,5.02320107592469,5.86641155489821,6.20303274272319,6.09002971982727,6.54979774526022,6.59902390834793,6.18870819777455,5.83555178160026,5.43859773845763,5.84345993686698,5.58228694762674,5.73841843516233,6.01543405003686,5.55976488637482,5.79551043156058,5.72362208280064,5.90371813006748,6.0296984775016,6.23222653666722,5.73408465125998,5.47063811662131,5.46984956846494
"1417860_a_at",6.79030123743313,5.87066475967135,6.99939142540016,6.26335966309268,6.24288978558753,6.31082324335839,6.47513886799368,6.94178286536692,6.49732806774266,6.1275114077199,6.46557600261171,5.96309427727383,5.98738481688025,6.27413902340898,6.22278088404438,6.32710816817107,6.1276150947061,5.20881909186183,5.27555881148663,4.59771019737147,6.64303784714465,6.83394195033382,6.30201636074383,6.35644840931756,6.05562025583165,6.23338750891934
"1438676_at",5.61120282842584,5.71452281379416,5.7782645036783,6.7380943572652,6.5621819907056,7.02016178570353,6.69045240864899,6.44419625617643,8.29150670390688,7.59393728407844,6.9823782209558,7.75301254141001,5.91800518589262,6.08645512712848,6.33502229794288,5.59434295343996,6.47816829602815,3.97240376628028,4.6604723933158,4.47916414862447,6.43864147552194,6.60063543468262,6.9958441155543,7.14591206777769,6.69232057812006,7.05087593740469
"1427052_at",10.013370836553,9.92611903052627,10.4184084850059,7.57295644128347,7.77921817126701,8.57715227165155,9.17478924796634,9.87801186905115,7.20454321268224,7.74924828056474,7.02091028644018,8.12111088362642,8.06530740525952,8.31146837202011,8.00910675524626,9.27760238634707,8.50902982202012,7.57849277410055,8.05701027557817,8.23079418487263,10.005618993884,10.8183663408687,9.55751457425136,8.15758504018447,7.55736739007009,8.14974648961734
"1417145_at",6.64903548286822,7.33627210165375,6.95602957564447,6.52580143050167,6.18959753089196,6.29681550608163,6.84566915860396,6.93857568747064,7.07415280283075,6.65925135202569,7.37758463782322,6.28105412875342,5.68459124659552,6.3058905867506,6.65123344177346,6.36505768657364,6.75369681826944,6.43049083450438,7.1429233925758,6.42777227127198,7.34313899438357,7.2031463166888,7.31040202621581,6.00609753034954,6.11735943196283,6.66218310646873
"1437082_at",5.80650048708445,6.31278467601809,6.13395001832162,6.8597925684183,6.64322411536809,6.22710789789805,5.1550605535274,6.3673373196519,6.21619646029203,6.02709835570561,6.40347099414606,6.00118119283135,6.33464521291969,6.19209975441799,5.88268240162101,5.94872411891268,6.07211647713713,5.9789499047723,6.03734213762427,6.20712479032527,6.62357175920313,6.56164063075232,6.6875904790436,6.83382540275638,6.84242233096987,6.91212876758265
"1423821_at",5.58470115265565,5.26867149712382,5.18151109426154,5.59137081573541,4.10385873541535,5.54384392431761,5.98039179345353,5.64112419158241,5.83667948216296,5.90016480241658,5.83667948216296,5.6027948696468,5.36611765574246,5.49901998491083,5.28786109575555,5.26826076615061,5.11665231014254,6.00326486686405,6.11456571049689,5.77462599304585,5.29031092593672,5.94913504383474,6.20027155386332,5.39751103824836,5.44661995766182,5.49790819312265
"1434139_at",6.28269492895374,6.34509187759201,6.40253160361911,6.18217951199145,5.79709632642833,5.950479574989,6.22429640429455,6.12207744529684,6.54082530382324,6.87029072201881,6.14156139420687,6.50983211940043,5.75206865431952,6.02824366343502,6.10036602650821,6.41711426319893,6.20486987077504,5.88923036092101,5.2376305704253,5.47503222418552,6.43833817974738,6.57946975173429,6.62705514967135,6.54502333002306,6.36860843394519,6.48434564954606
